Entity,Label
Glucose Ketone,CHEMICAL
Urobiln,CHEMICAL
pleural opacities,DISEASE
pleural effusions,DISEASE
opacity,DISEASE
atelectasis,DISEASE
pleural thickening atelectasis,DISEASE
pneumothorax,DISEASE
malignancy,DISEASE
pleural opacity,DISEASE
hemithorax Right pleural effusion,DISEASE
opacity,DISEASE
volume loss,DISEASE
pleural effusions,DISEASE
atelectasis,DISEASE
intrahepatic biliary duct dilatation,DISEASE
pancreatic head enlarged mass identified within pancreatic tail,DISEASE
cysts,DISEASE
hydronephrosis,DISEASE
hemorrhagic,DISEASE
colonic obstruction,DISEASE
femoral head right iliac crest left vertebral,DISEASE
hemorrhagic,DISEASE
pleural effusions,DISEASE
opacity,DISEASE
atelectasis,DISEASE
intrahepatic biliary ductal dilatation,DISEASE
pneumobilia,DISEASE
mets,DISEASE
ascites,DISEASE
ascites,DISEASE
hemorrhage,DISEASE
diverticulosis,DISEASE
diverticulitis,DISEASE
lymphadenopathy,DISEASE
edema,DISEASE
lucencies,DISEASE
Hemoperitoneum,DISEASE
hemoperitoneum,DISEASE
intrahepatic biliary ductal dilation,DISEASE
stenosis,DISEASE
atrial septal defect,DISEASE
diastolic dysfunction Right ventricular chamber size free wall motion normal aortic root moderately dilated ascending aorta mildly dilated,DISEASE
aortic valve leaflets aortic valve leaflets moderately thickened,DISEASE
aortic valve stenosis Trace aortic regurgitation,DISEASE
mitral valve leaflets mildly thickened,DISEASE
mitral valve prolapse,DISEASE
pulmonary artery systolic pressure,DISEASE
pericardial effusion,DISEASE
hepatic metastatic disease,DISEASE
hepatic intrahepatic bile ducts,DISEASE
blood loss anemia,DISEASE
bleeding,DISEASE
emesis,DISEASE
tumor,DISEASE
hemoperitoneum,DISEASE
tumor bleeding,DISEASE
cholangitis,DISEASE
colitis,DISEASE
diarrhea,DISEASE
flagyl,CHEMICAL
thrombocytopenia,DISEASE
tumor,DISEASE
hypothyroidism,DISEASE
hypotension tachycardia,DISEASE
pain,DISEASE
metformin,CHEMICAL
doxazosin,CHEMICAL
ferrous gluconate,CHEMICAL
Prilosec,CHEMICAL
ibuprofen arthritis pain,CHEMICAL
albuterol,CHEMICAL
benzonatate,CHEMICAL
Disposition,CHEMICAL
Death,DISEASE
thyroid cancer,DISEASE
Intestinal obstruction Hypotension,DISEASE
thyroid cancer,DISEASE
thyroid cancer,DISEASE
thyroid cancer,DISEASE
Allergies,DISEASE
Intracranial hemorrhage,DISEASE
dementia TIAs,DISEASE
confusion vomiting,DISEASE
zoster,DISEASE
vomiting,DISEASE
hemorrhage,DISEASE
depressions,DISEASE
nipride,CHEMICAL
labetolol,CHEMICAL
NSTEMI,DISEASE
Heparin,CHEMICAL
TIAs,DISEASE
icterus,DISEASE
edema,DISEASE
pain,DISEASE
pain,DISEASE
Glucose,CHEMICAL
Calcium,CHEMICAL
Ammonia,CHEMICAL
Etiology this bleed amyloid angiopathy,DISEASE
mass lesion,DISEASE
aneurysm,DISEASE
labetolol,CHEMICAL
bradycardia,DISEASE
NSTEMI,DISEASE
hemorrhage,DISEASE
infarction,DISEASE
seizure,DISEASE
encephalopathy,DISEASE
pneumonia,DISEASE
MSSA,DISEASE
hemorrhage,DISEASE
infarcts cerebellum right occipital lobe pons suggestive,DISEASE
metformin digoxin sertraline,CHEMICAL
glyburide lisinopril felodipine,CHEMICAL
gabapentin,CHEMICAL
Disposition,CHEMICAL
intracerebral hemorrhage stroke,DISEASE
sinus syndrome,DISEASE
question renal insufficiency,DISEASE
melenic stools,DISEASE
diarrhea,DISEASE
diarrhea,DISEASE
diverticula,DISEASE
aspirin,CHEMICAL
aspirin,CHEMICAL
carcinoma,DISEASE
Diarrhea,DISEASE
acidophilus morning,CHEMICAL
melenic bowel movements,DISEASE
abdominal pain,DISEASE
nausea vomiting chest pain,DISEASE
lightheadedness,DISEASE
oxygen,CHEMICAL
lightheadedness,DISEASE
lightheadedness,DISEASE
Protonix,CHEMICAL
orthostasis,DISEASE
bleeding,DISEASE
bleeding,DISEASE
gastritis colitis,DISEASE
syncope,DISEASE
atrial fibrillation,DISEASE
amiodarone,CHEMICAL
Coumadin,CHEMICAL
bradycardia,DISEASE
atrial abnormality,DISEASE
atrial ectopy grade ventricular ectopy Question sick sinus syndrome,DISEASE
nervous system dysfunction,DISEASE
tachybradycardia tachy brady,DISEASE
orthostatic hypotension,DISEASE
mitral regurgitation,DISEASE
spondylosis,DISEASE
Liver hemangioma,DISEASE
Chronic renal insufficiency,DISEASE
creatinine,CHEMICAL
nephrolithiasis,DISEASE
Hyperlipidemia Glaucoma,DISEASE
cataract,DISEASE
lacunar infarcts Essential,DISEASE
Prostate adenoma,DISEASE
Aspirin,CHEMICAL
Atenolol,CHEMICAL
Metamucil Xalatan,CHEMICAL
Cosopt,CHEMICAL
sulfa,CHEMICAL
rash,DISEASE
coronary artery disease father sister asthma,DISEASE
thyromegaly,DISEASE
tenderness,DISEASE
Hyperactive bowel sounds Nontender Nondistended Liver span clavicular line EXTREMITIES Warm well perfused,DISEASE
clubbing cyanosis edema,DISEASE
creatinine Iron,CHEMICAL
iron,CHEMICAL
sinus syndrome,DISEASE
atrial fibrillation,DISEASE
syncope,DISEASE
liver hemangioma,DISEASE
chronic renal insufficiency,DISEASE
lower bleed orthostasis,DISEASE
bleed,DISEASE
Protonix aspirin Lopressor,CHEMICAL
Vitamin,CHEMICAL
Aspirin,CHEMICAL
Lipitor,CHEMICAL
Protonix,CHEMICAL
Aspirin,CHEMICAL
Penicillins Digoxin belladonna alkaloids Aspirin Doxycycline,CHEMICAL
Levofloxacin,CHEMICAL
Chest pain,DISEASE
chest pain,DISEASE
nausea,DISEASE
exertional,DISEASE
syncope,DISEASE
palpitations,DISEASE
chest pain,DISEASE
allergic,DISEASE
aspirin allergy,CHEMICAL
pneumonia,DISEASE
thoracic vertebral compression,DISEASE
fracture,DISEASE
depressions,DISEASE
Plavix Nitro Morphine,CHEMICAL
allergy Zofran,DISEASE
chest pain,DISEASE
heparin,CHEMICAL
infarct,DISEASE
COPD,DISEASE
ventricular tachycardia,DISEASE
atrial fibrillation,DISEASE
hypercholesterolemia Diverticulitis,DISEASE
Dyspepsia,DISEASE
fractures,DISEASE
elbow shoulder fracture,DISEASE
breast cancer,DISEASE
Meniere disease,DISEASE
Migraines,DISEASE
disability,DISEASE
Alcohol,CHEMICAL
bladder cancer,DISEASE
hypercholesterolemia,DISEASE
murmurs gallops rubs Pulm CTAB,CHEMICAL
edema,DISEASE
edema,DISEASE
murmurs gallops rubs Pulm,CHEMICAL
rales rales wheezes ronchi,DISEASE
ecchymosis cyanosis,DISEASE
edema,DISEASE
Glucose,CHEMICAL
Glucose,CHEMICAL
malignancy,DISEASE
pleural opacity,DISEASE
hemithorax Right pleural effusion,DISEASE
opacity,DISEASE
volume loss,DISEASE
pleural effusions,DISEASE
atelectasis,DISEASE
intrahepatic biliary duct dilatation,DISEASE
pancreatic head enlarged mass identified within pancreatic tail,DISEASE
cysts,DISEASE
hydronephrosis,DISEASE
hemorrhagic,DISEASE
colonic obstruction,DISEASE
femoral head right iliac crest left vertebral,DISEASE
hemorrhagic,DISEASE
pleural effusions,DISEASE
opacity,DISEASE
atelectasis,DISEASE
intrahepatic biliary ductal dilatation,DISEASE
pneumobilia,DISEASE
mets,DISEASE
ascites,DISEASE
ascites,DISEASE
hemorrhage,DISEASE
diverticulosis,DISEASE
diverticulitis,DISEASE
lymphadenopathy,DISEASE
edema,DISEASE
lucencies,DISEASE
Hemoperitoneum,DISEASE
hemoperitoneum,DISEASE
intrahepatic biliary ductal dilation,DISEASE
stenosis,DISEASE
atrial septal defect,DISEASE
diastolic dysfunction Right ventricular chamber size free wall motion normal aortic root moderately dilated ascending aorta mildly dilated,DISEASE
aortic valve leaflets aortic valve leaflets moderately thickened,DISEASE
aortic valve stenosis Trace aortic regurgitation,DISEASE
mitral valve leaflets mildly thickened,DISEASE
mitral valve prolapse,DISEASE
pulmonary artery systolic pressure,DISEASE
pericardial effusion,DISEASE
hepatic metastatic disease,DISEASE
hepatic intrahepatic bile ducts,DISEASE
blood loss anemia,DISEASE
bleeding,DISEASE
emesis,DISEASE
tumor,DISEASE
hemoperitoneum,DISEASE
tumor bleeding,DISEASE
cholangitis,DISEASE
colitis,DISEASE
diarrhea,DISEASE
flagyl,CHEMICAL
thrombocytopenia,DISEASE
tumor,DISEASE
hypothyroidism,DISEASE
hypotension tachycardia,DISEASE
pain,DISEASE
metformin,CHEMICAL
doxazosin,CHEMICAL
ferrous gluconate,CHEMICAL
Prilosec,CHEMICAL
ibuprofen arthritis pain,CHEMICAL
albuterol,CHEMICAL
benzonatate,CHEMICAL
Disposition,CHEMICAL
Death,DISEASE
thyroid cancer,DISEASE
Intestinal obstruction Hypotension,DISEASE
thyroid cancer,DISEASE
thyroid cancer,DISEASE
thyroid cancer,DISEASE
Allergies,DISEASE
Intracranial hemorrhage,DISEASE
dementia TIAs,DISEASE
confusion vomiting,DISEASE
zoster,DISEASE
vomiting,DISEASE
hemorrhage,DISEASE
depressions,DISEASE
nipride,CHEMICAL
labetolol,CHEMICAL
NSTEMI,DISEASE
Heparin,CHEMICAL
TIAs,DISEASE
icterus,DISEASE
edema,DISEASE
pain,DISEASE
pain,DISEASE
Glucose,CHEMICAL
Calcium,CHEMICAL
Ammonia,CHEMICAL
Etiology this bleed amyloid angiopathy,DISEASE
mass lesion,DISEASE
aneurysm,DISEASE
labetolol,CHEMICAL
bradycardia,DISEASE
NSTEMI,DISEASE
hemorrhage,DISEASE
infarction,DISEASE
seizure,DISEASE
encephalopathy,DISEASE
pneumonia,DISEASE
MSSA,DISEASE
hemorrhage,DISEASE
infarcts cerebellum right occipital lobe pons suggestive,DISEASE
metformin digoxin sertraline,CHEMICAL
glyburide lisinopril felodipine,CHEMICAL
gabapentin,CHEMICAL
Disposition,CHEMICAL
intracerebral hemorrhage stroke,DISEASE
sinus syndrome,DISEASE
question renal insufficiency,DISEASE
melenic stools,DISEASE
diarrhea,DISEASE
diarrhea,DISEASE
diverticula,DISEASE
aspirin,CHEMICAL
aspirin,CHEMICAL
carcinoma,DISEASE
Diarrhea,DISEASE
acidophilus morning,CHEMICAL
melenic bowel movements,DISEASE
abdominal pain,DISEASE
nausea vomiting chest pain,DISEASE
lightheadedness,DISEASE
oxygen,CHEMICAL
lightheadedness,DISEASE
lightheadedness,DISEASE
Protonix,CHEMICAL
orthostasis,DISEASE
bleeding,DISEASE
bleeding,DISEASE
gastritis colitis,DISEASE
syncope,DISEASE
atrial fibrillation,DISEASE
amiodarone,CHEMICAL
Coumadin,CHEMICAL
bradycardia,DISEASE
atrial abnormality,DISEASE
atrial ectopy grade ventricular ectopy Question sick sinus syndrome,DISEASE
nervous system dysfunction,DISEASE
tachybradycardia tachy brady,DISEASE
orthostatic hypotension,DISEASE
mitral regurgitation,DISEASE
spondylosis,DISEASE
Liver hemangioma,DISEASE
Chronic renal insufficiency,DISEASE
creatinine,CHEMICAL
nephrolithiasis,DISEASE
Hyperlipidemia Glaucoma,DISEASE
cataract,DISEASE
lacunar infarcts Essential,DISEASE
Prostate adenoma,DISEASE
Aspirin,CHEMICAL
Atenolol,CHEMICAL
Metamucil Xalatan,CHEMICAL
Cosopt,CHEMICAL
sulfa,CHEMICAL
rash,DISEASE
coronary artery disease father sister asthma,DISEASE
thyromegaly,DISEASE
tenderness,DISEASE
Hyperactive bowel sounds Nontender Nondistended Liver span clavicular line EXTREMITIES Warm well perfused,DISEASE
clubbing cyanosis edema,DISEASE
creatinine Iron,CHEMICAL
iron,CHEMICAL
sinus syndrome,DISEASE
atrial fibrillation,DISEASE
syncope,DISEASE
liver hemangioma,DISEASE
chronic renal insufficiency,DISEASE
lower bleed orthostasis,DISEASE
bleed,DISEASE
Protonix aspirin Lopressor,CHEMICAL
Vitamin,CHEMICAL
Aspirin,CHEMICAL
Lipitor,CHEMICAL
Protonix,CHEMICAL
Aspirin,CHEMICAL
Penicillins Digoxin belladonna alkaloids Aspirin Doxycycline,CHEMICAL
Levofloxacin,CHEMICAL
Chest pain,DISEASE
chest pain,DISEASE
nausea,DISEASE
exertional,DISEASE
syncope,DISEASE
palpitations,DISEASE
chest pain,DISEASE
allergic,DISEASE
aspirin allergy,CHEMICAL
pneumonia,DISEASE
thoracic vertebral compression,DISEASE
fracture,DISEASE
depressions,DISEASE
Plavix Nitro Morphine,CHEMICAL
allergy Zofran,DISEASE
chest pain,DISEASE
heparin,CHEMICAL
infarct,DISEASE
COPD,DISEASE
ventricular tachycardia,DISEASE
atrial fibrillation,DISEASE
hypercholesterolemia Diverticulitis,DISEASE
Dyspepsia,DISEASE
fractures,DISEASE
elbow shoulder fracture,DISEASE
breast cancer,DISEASE
Meniere disease,DISEASE
Migraines,DISEASE
disability,DISEASE
Alcohol,CHEMICAL
bladder cancer,DISEASE
hypercholesterolemia,DISEASE
murmurs gallops rubs Pulm CTAB,CHEMICAL
edema,DISEASE
edema,DISEASE
murmurs gallops rubs Pulm,CHEMICAL
rales rales wheezes ronchi,DISEASE
ecchymosis cyanosis,DISEASE
edema,DISEASE
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
cardiomegaly,DISEASE
atelectasis,DISEASE
pleural effusion pneumothorax anterior wedge compression,DISEASE
pneumonia,DISEASE
bruising pain,DISEASE
Osteopenia,DISEASE
fractures fracture,DISEASE
dislocations,DISEASE
fracture,DISEASE
ventricular hypertrophy,DISEASE
left ventricular systolic dysfunction,DISEASE
hypokinesis basal inferior inferolateral walls remaining segments contract normally LVEF Right ventricular chamber size free wall motion normal diameters aorta sinus ascending arch levels normal aortic valve leaflets mildly thickened aortic stenosis,DISEASE
mitral valve leaflets mildly thickened,DISEASE
mitral valve prolapse,DISEASE
mitral regurgitation,DISEASE
pulmonary artery systolic pressure,DISEASE
left ventricular systolic dysfunction,DISEASE
depressed,DISEASE
mitral regurgitation,DISEASE
luminal,CHEMICAL
chronic nondominant small Assessment Recommendations vessel coronary artery disease,DISEASE
chest pain,DISEASE
acute coronary syndrome,DISEASE
vessel disease,DISEASE
Chest pain,DISEASE
chest pain,DISEASE
unstable angina,DISEASE
chest pain,DISEASE
hyperlipidemia TIMI,DISEASE
heparin,CHEMICAL
depressions,DISEASE
left ventricular hypertrophy,DISEASE
heparin nitroglycerin,CHEMICAL
aspirin,CHEMICAL
plavix,CHEMICAL
metoprolol,CHEMICAL
allergy,DISEASE
allergic,DISEASE
Metoprolol,CHEMICAL
aspirin isosorbide mononitrate,CHEMICAL
pravastatin,CHEMICAL
Gemfibrozil,CHEMICAL
congestive heart failure,DISEASE
systolic dysfunction,DISEASE
Aspirin,CHEMICAL
allergy aspirin,DISEASE
aspirin,CHEMICAL
allergic reaction,DISEASE
aspirin,CHEMICAL
allergic reaction,DISEASE
haldol,CHEMICAL
status complained right finer,DISEASE
pain,DISEASE
fracture,DISEASE
dementia,DISEASE
cardiac cath Thoracic compression fracture,DISEASE
thoacic vertebral compression,DISEASE
neurologic compromise,DISEASE
chronic back pain,DISEASE
Depression,DISEASE
chest pain,DISEASE
paroxetine clonazepam,CHEMICAL
atrial fibrillation,DISEASE
atrial fibrillation,DISEASE
bacteriuria,DISEASE
ciprofloxacin,CHEMICAL
Asthma COPD,DISEASE
Hypercholesterolemia,DISEASE
gemfibrozil,CHEMICAL
pravastatin GERD Dyspepsia,CHEMICAL
Chronic back pain,DISEASE
constipation,DISEASE
Pravastatin,CHEMICAL
fracture,DISEASE
benzodiazepines,CHEMICAL
antidepressant,CHEMICAL
ALBUTEROL,CHEMICAL
Breast Cancer,DISEASE
constipation,DISEASE
pain,DISEASE
constipation,DISEASE
PSYLLIUM,DISEASE
constipation SENNOSIDES,DISEASE
albuterol sulfate,CHEMICAL
dyspnea clonazepam,DISEASE
lactulose,CHEMICAL
metoprolol succinate,CHEMICAL
pantoprazole,CHEMICAL
acetaminophen,CHEMICAL
docusate sodium,CHEMICAL
eating dairy Milk Magnesia Suspension tablespoon,DISEASE
constipation,DISEASE
Silver,CHEMICAL
psyllium,CHEMICAL
tbsp,CHEMICAL
constipation senna,DISEASE
paroxetine,CHEMICAL
oxycodone,CHEMICAL
pain isosorbide,DISEASE
pravastatin,CHEMICAL
aspirin,CHEMICAL
allergic reaction,DISEASE
Disposition,CHEMICAL
cardiac chest pain,DISEASE
Hyperlipidemia Depression,DISEASE
chest pain,DISEASE
aspirin,CHEMICAL
aspirin,CHEMICAL
aspirin,CHEMICAL
fracture,DISEASE
lower back fracture,DISEASE
lower back pain,DISEASE
Aspirin,CHEMICAL
Isosorbide mononitrate Imdur,CHEMICAL
chest pain,DISEASE
Pravastatin,CHEMICAL
cholesterol,CHEMICAL
Aspirin,CHEMICAL
right sided weakness,DISEASE
pain,DISEASE
Stroke,DISEASE
dementia syncope,DISEASE
chronic renal insufficiency urinary retention acontractile bladder,DISEASE
obstruction constipation,DISEASE
anxiety GERD,DISEASE
barretts esophagus COPD,DISEASE
Chronic back pain oxacillin resistant coag staph Social History,DISEASE
alcohol,CHEMICAL
seizures,DISEASE
Extraocular movements,DISEASE
nystagmus,DISEASE
Hearing intact voice,DISEASE
fasciculations,DISEASE
acute hemorrhage,DISEASE
depressed skull fracture,DISEASE
cerebral hemisphere midline shift,DISEASE
acute hemorrhage,DISEASE
depressed skull fracture,DISEASE
cerebral hemisphere midline shift,DISEASE
hematoma,DISEASE
pneumocephalus,DISEASE
pneumocephalus,DISEASE
acute hemorrhage,DISEASE
white matter hypodensities,DISEASE
chronic ischemic microvascular disease,DISEASE
cerebral atrophy,DISEASE
hematoma,DISEASE
bleeding,DISEASE
Pneumocephalus,DISEASE
hyperdense hemorrhagic,DISEASE
hemorrhage,DISEASE
pneumocephalus,DISEASE
hematoma,DISEASE
pulmonary edema,DISEASE
pulmonary edema,DISEASE
pleural effusion,DISEASE
left basilar atelectasis pneumothorax,DISEASE
pleural effusion retrocardiac atelectasis,DISEASE
right hemiplegia,DISEASE
respect right hemiplegia expressive dysphasia,DISEASE
Nicardipine,CHEMICAL
respiratory distress,DISEASE
Lasix,CHEMICAL
pulmonary edema,DISEASE
hematochesia,DISEASE
tachypneic,DISEASE
respiratory distress,DISEASE
lasix,CHEMICAL
hydralazine,CHEMICAL
lasix,CHEMICAL
oropharyngeal dysphagia,DISEASE
Amphogel Wellbutrin Vitamin Klonopin Vitamin Nexium,CHEMICAL
Fentanyl,CHEMICAL
Ferrous Sulfate,CHEMICAL
Tamsulosin,CHEMICAL
Acetaminophen,CHEMICAL
headache,DISEASE
Tamsulosin,CHEMICAL
Ferrous Sulfate Iron,CHEMICAL
Bisacodyl,CHEMICAL
Vitamin,CHEMICAL
Bupropion,CHEMICAL
Amlodipine,CHEMICAL
Oxycodone Acetaminophen,CHEMICAL
pain,DISEASE
Fentanyl,CHEMICAL
Albuterol Sulfate,CHEMICAL
Ipratropium Bromide,CHEMICAL
Simethicone,CHEMICAL
pain,DISEASE
Lorazepam,CHEMICAL
anxiety Pantoprazole,DISEASE
Levetiracetam,CHEMICAL
Hydrochlorothiazide Capsule,CHEMICAL
Heparin,CHEMICAL
Ondansetron nausea,CHEMICAL
HydrALAzine Fentanyl,CHEMICAL
pain,DISEASE
Pulmonary edema,DISEASE
hematochesia,DISEASE
infection,DISEASE
pain,DISEASE
pain,DISEASE
constipation,DISEASE
pain,DISEASE
Motrin Aspirin,CHEMICAL
seizure,DISEASE
tremors seizures,DISEASE
confusion,DISEASE
status numbness tingling weakness,DISEASE
headache,DISEASE
pain,DISEASE
infection,DISEASE
tenderness,DISEASE
Fever,DISEASE
Aspirin,CHEMICAL
Acetaminophen,CHEMICAL
headache,DISEASE
Tamsulosin,CHEMICAL
Ferrous Sulfate Iron,CHEMICAL
Bisacodyl,CHEMICAL
Vitamin,CHEMICAL
Bupropion,CHEMICAL
Amlodipine,CHEMICAL
Oxycodone Acetaminophen,CHEMICAL
pain,DISEASE
Fentanyl,CHEMICAL
Albuterol Sulfate,CHEMICAL
Ipratropium Bromide,CHEMICAL
Simethicone,CHEMICAL
pain,DISEASE
Lorazepam,CHEMICAL
anxiety Pantoprazole,DISEASE
Levetiracetam,CHEMICAL
Hydrochlorothiazide Capsule,CHEMICAL
Heparin,CHEMICAL
Ondansetron nausea,CHEMICAL
Fentanyl,CHEMICAL
Hydralazine,CHEMICAL
Infection,DISEASE
diabetes charcot,DISEASE
MRSA infection,DISEASE
nausea vomiting,DISEASE
cough,DISEASE
fatigue pain,DISEASE
cellulitis,DISEASE
lantus insulin,CHEMICAL
glucose,CHEMICAL
lactate ketones,CHEMICAL
Diabetic Ketoacidosis,DISEASE
Vancomycin cellulitis,CHEMICAL
infection,DISEASE
Vancomycin,CHEMICAL
osteolysis,DISEASE
infection,DISEASE
Diabetes Mellitus,DISEASE
Charcot,DISEASE
Charcot,DISEASE
Metatarsal head resection,DISEASE
Cataract,DISEASE
right foot,DISEASE
Diabetes Mellitus,DISEASE
Normocephalic proptosis,DISEASE
nonerythematous,DISEASE
tenderness,DISEASE
carotids bruits,DISEASE
thyromegaly,DISEASE
tenderness,DISEASE
CTAB,CHEMICAL
wheezes rales rhonchi,DISEASE
percussion bilaterally displaced murmurs gallops rubs obese nondistended resonant percussion soft nontender rebound ventral hernias,DISEASE
hernias,DISEASE
erythema,DISEASE
cellulitis,DISEASE
edema,DISEASE
cyanosis,DISEASE
hallucinations delusions,DISEASE
blinks,DISEASE
ptosis sensation symmetric face symmetric weakness VIII hearing symmetric finger palate,DISEASE
dysarthria dysphagia,DISEASE
spasticity rigidity tremor,DISEASE
onychomycosis,DISEASE
pain,DISEASE
asterixis,DISEASE
Vanco,CHEMICAL
Glucose,CHEMICAL
skin ulcer,DISEASE
osteolysis,DISEASE
osteomyelitis,DISEASE
osteolysis,DISEASE
infection,DISEASE
neuropathic,DISEASE
clear failure pneumonia,DISEASE
pneumonia,DISEASE
diabetes charcot,DISEASE
infections,DISEASE
left foot cellulitis ulceration,DISEASE
Left foot abscess cellulitis drug reaction,DISEASE
nausea vomiting,DISEASE
cough,DISEASE
fatigue pain,DISEASE
cellulitis,DISEASE
Vancomycin cellulitis,CHEMICAL
osteolysis,DISEASE
infection,DISEASE
Vancomycin,CHEMICAL
allergic reaction,DISEASE
ulcer,DISEASE
abscess,DISEASE
sensitivites Cipro Meropenum,CHEMICAL
ceftriaxone,CHEMICAL
Cipro,CHEMICAL
cocci,CHEMICAL
Keflex,CHEMICAL
pain,DISEASE
Diabetic Ketoacidosis,DISEASE
glucose,CHEMICAL
lactate ketones,CHEMICAL
Diabetic Ketoacidosis,DISEASE
lantus insulin,CHEMICAL
anion,CHEMICAL
glucose,CHEMICAL
lantus,CHEMICAL
glucose,CHEMICAL
glucose,CHEMICAL
Anemia,DISEASE
ulcer,DISEASE
Iron,CHEMICAL
ferrous sulfate anemia,CHEMICAL
Skin lesions,DISEASE
drug reaction,DISEASE
erythema multiforme,DISEASE
allergy,DISEASE
allergy,DISEASE
Lisinopril Lantus,CHEMICAL
Humalog,CHEMICAL
Sodium,CHEMICAL
Ferrous Sulfate Iron,CHEMICAL
Oxycodone Acetaminophen,CHEMICAL
Lisinopril,CHEMICAL
Rash,DISEASE
Camphor Menthol Lotion,CHEMICAL
pruritis,DISEASE
Ciprofloxacin,CHEMICAL
Cephalexin,CHEMICAL
Humalog,CHEMICAL
glucose,CHEMICAL
glucose,CHEMICAL
Lantus,CHEMICAL
Disposition,CHEMICAL
Diabetic Ketoacidosis Diabetic foot ulcer infection,DISEASE
Charcot,DISEASE
rash,DISEASE
FSBG Afebrile,CHEMICAL
Diabetic Ketoacidosis,DISEASE
infection,DISEASE
glucose,CHEMICAL
piperacillin tazobactam vancomycin,CHEMICAL
infection,DISEASE
pneumonia,DISEASE
ciprofloxacin cephalexin,CHEMICAL
rash,DISEASE
rash,DISEASE
piperacillin tazobactam,CHEMICAL
allergy,DISEASE
allergy,DISEASE
Ciprofloxacin,CHEMICAL
Cephalexin,CHEMICAL
Glargine lantus insulin,CHEMICAL
urinary frequency dizzyness chills fever,DISEASE
headedness,DISEASE
Shortness breath,DISEASE
cardiomyopathy,DISEASE
shortness breath,DISEASE
Lasix,CHEMICAL
weight loss,DISEASE
Lasix,CHEMICAL
hypotension tachycardia,DISEASE
Coronary artery disease,DISEASE
postoperative myocardial infarction,DISEASE
Diabetes,DISEASE
glipizide Peripheral,CHEMICAL
vascular disease,DISEASE
Abdominal aortic aneurysm,DISEASE
Colon cancer,DISEASE
Melanoma,DISEASE
Congestive heart failure,DISEASE
ischemia Hypercholesterolemia Renal insufficiency,DISEASE
creatinine,CHEMICAL
drug allergies,DISEASE
Lasix Lipitor,CHEMICAL
captopril Lopressor glipizide aspirin amiodarone,CHEMICAL
Stomach cancer,DISEASE
rheumatoid arthritis,DISEASE
artery disease,DISEASE
alcohol,CHEMICAL
oxygen,CHEMICAL
PERRL,DISEASE
thyromegaly lymphadenopathy,DISEASE
erythema,DISEASE
cyanosis,DISEASE
Sodium potassium chloride,CHEMICAL
glucose Magnesium phosphate,DISEASE
sinus tachycardia,DISEASE
left bundle branch block Chest showed cardiomegaly,DISEASE
Cardiac Ischemia,DISEASE
myocardial infarction,DISEASE
congestive heart failure,DISEASE
Lasix Bumex,CHEMICAL
aspirin statin,CHEMICAL
captopril lisinopril,CHEMICAL
thrombus,DISEASE
heparin Coumadin,CHEMICAL
thrombus,DISEASE
Heparin,CHEMICAL
amiodarone atrial fibrillation,CHEMICAL
digoxin,CHEMICAL
augmentation cardiac output Renal patient,DISEASE
acute chronic renal failure,DISEASE
heart failure,DISEASE
renal failure Creatinine,DISEASE
hematoma,DISEASE
tracheal compression,DISEASE
hematoma,DISEASE
Protonix,CHEMICAL
atrial fibrillation,DISEASE
thrombus,DISEASE
heart failure coronary artery disease,DISEASE
heart failure,DISEASE
sodium,CHEMICAL
shortness breath,DISEASE
lower extremity edema,DISEASE
congestive heart failure,DISEASE
Aspirin Protonix,CHEMICAL
nitroglycerin,CHEMICAL
Digoxin,CHEMICAL
Toprol Lisinopril Warfarin,CHEMICAL
Lasix Trazodone,CHEMICAL
Atrial fibrillation,DISEASE
thrombus,DISEASE
chronic renal failure Diabetes type,DISEASE
COPD Coronary artery disease,DISEASE
Peripheral vascular disease Anemia,DISEASE
secondary renal failure,DISEASE
Hyperlipidemia,DISEASE
hypotension sepsis,DISEASE
nausea vomiting,DISEASE
pain,DISEASE
nausea vomiting,DISEASE
groin,DISEASE
pain pain,DISEASE
confusion,DISEASE
hypotensive,DISEASE
phenylephrine,CHEMICAL
Creatinine,CHEMICAL
Lactate,CHEMICAL
acute hemorragic stroke abdomen pelvis revealed bilateral nephrolithiasis with stone located right ureter without,DISEASE
hydronephrosis,DISEASE
Vanco Magnesium Zofran Morphine,CHEMICAL
hypotension sepsis,DISEASE
phenylephrine,CHEMICAL
phenylephrine,CHEMICAL
Lactate,CHEMICAL
hypotensive Phenylephrine,DISEASE
magnesium,CHEMICAL
chest tightness,DISEASE
asthma,DISEASE
pain,DISEASE
pain,DISEASE
abdominal flank pain,DISEASE
morphine,CHEMICAL
infarction,DISEASE
Stroke,DISEASE
Hyperlipidemia Hypertension,DISEASE
Degenerative joint disease Asthma,DISEASE
Alcohol Denies,CHEMICAL
breast cancer,DISEASE
Breast cancer,DISEASE
Coronary artery disease,DISEASE
lymphadenopathy,DISEASE
tenderness,DISEASE
peripheral edema,DISEASE
sclerae,DISEASE
hepatosplenomegaly,DISEASE
edema,DISEASE
Cefazolin,CHEMICAL
Piperacillin tazobactam,CHEMICAL
SULBACTAM,CHEMICAL
head Abdomen pelvis Hospital,DISEASE
nephrolithiasis calculus,DISEASE
diverticulosis,DISEASE
diverticulitis,DISEASE
liver Sinus tachycardia,DISEASE
